Activity_ID,Name,District,Category,Description,Latitude,Longitude,Opening_Hours,Price_Level,Suitable_For,Duration_Hours
ACT_00166,Kurunegala Ayurveda Session 0166,Kurunegala,Wellness,Wellness activity in Kurunegala suitable for solo travelers.,7.45865,80.284826,06:00-18:00,Low,Solo,1
ACT_00167,Ratnapura Surfing Lesson 0167,Ratnapura,Beach,Beach activity in Ratnapura suitable for group travelers.,6.696723,80.352047,05:30-20:00,Medium,Group,4
ACT_00168,Monaragala Ancient City Tour 0168,Monaragala,Culture,Culture activity in Monaragala suitable for adventure travelers.,6.813426,81.421872,06:00-18:00,Low,Adventure,5
ACT_00169,Polonnaruwa Waterfall Visit 0169,Polonnaruwa,Nature,Nature activity in Polonnaruwa suitable for solo travelers.,7.973349,80.966669,05:30-20:00,High,Solo,6
ACT_00170,Vavuniya Forest Trail 0170,Vavuniya,Nature,Nature activity in Vavuniya suitable for couple travelers.,8.816232,80.501393,09:00-18:00,Low,Couple,6
ACT_00171,Kurunegala Spice Garden Visit 0171,Kurunegala,Food,Food activity in Kurunegala suitable for group travelers.,7.484593,80.416636,08:00-17:00,High,Group,4
ACT_00172,Vavuniya Sacred Site Visit 0172,Vavuniya,Religious,Religious activity in Vavuniya suitable for family travelers.,8.708418,80.544024,05:30-20:00,Medium,Family,5
ACT_00173,Monaragala Elephant Watching 0173,Monaragala,Wildlife,Wildlife activity in Monaragala suitable for group travelers.,6.898299,81.327657,08:00-17:00,Medium,Group,2
ACT_00174,Jaffna Cooking Class 0174,Jaffna,Food,Food activity in Jaffna suitable for solo travelers.,9.707807,80.058003,24 Hours,Low,Solo,5
ACT_00175,Polonnaruwa Elephant Watching 0175,Polonnaruwa,Wildlife,Wildlife activity in Polonnaruwa suitable for senior travelers.,7.93361,80.94572,09:00-18:00,Medium,Senior,2
ACT_00176,Monaragala Waterfall Visit 0176,Monaragala,Nature,Nature activity in Monaragala suitable for kids travelers.,6.886257,81.31549,05:30-20:00,High,Kids,3
ACT_00177,Anuradhapura Museum Tour 0177,Anuradhapura,Culture,Culture activity in Anuradhapura suitable for kids travelers.,8.249252,80.444707,06:00-18:00,Low,Kids,6
ACT_00178,Mannar Sacred Site Visit 0178,Mannar,Religious,Religious activity in Mannar suitable for adventure travelers.,9.015328,79.939625,06:00-18:00,High,Adventure,5
ACT_00179,Ampara Heritage Walk 0179,Ampara,Culture,Culture activity in Ampara suitable for adventure travelers.,7.353514,81.65428,24 Hours,Medium,Adventure,2
ACT_00180,Negombo Turtle Hatchery Visit 0180,Negombo,Wildlife,Wildlife activity in Negombo suitable for kids travelers.,7.270332,79.885734,08:00-17:00,Medium,Kids,6
ACT_00181,Negombo Temple Visit 0181,Negombo,Culture,Culture activity in Negombo suitable for adventure travelers.,7.160899,79.847254,24 Hours,High,Adventure,3
ACT_00182,Monaragala Cooking Class 0182,Monaragala,Food,Food activity in Monaragala suitable for group travelers.,6.941554,81.333966,24 Hours,Medium,Group,2
ACT_00183,Hambantota Traditional Village Visit 0183,Hambantota,Culture,Culture activity in Hambantota suitable for couple travelers.,6.149054,81.062641,06:00-18:00,High,Couple,2
ACT_00184,Hambantota Forest Trail 0184,Hambantota,Nature,Nature activity in Hambantota suitable for family travelers.,6.154959,81.195867,06:00-18:00,High,Family,6
ACT_00185,Anuradhapura Tea Tasting 0185,Anuradhapura,Food,Food activity in Anuradhapura suitable for couple travelers.,8.263334,80.339837,05:30-20:00,High,Couple,5
ACT_00186,Matara Heritage Walk 0186,Matara,Culture,Culture activity in Matara suitable for adventure travelers.,5.962518,80.510042,05:30-20:00,Medium,Adventure,2
ACT_00187,Ratnapura Bird Sanctuary Visit 0187,Ratnapura,Wildlife,Wildlife activity in Ratnapura suitable for family travelers.,6.751512,80.327256,08:00-17:00,Medium,Family,2
ACT_00188,Anuradhapura Temple Visit 0188,Anuradhapura,Culture,Culture activity in Anuradhapura suitable for family travelers.,8.270435,80.444337,06:00-18:00,High,Family,5
ACT_00189,Polonnaruwa Tea Estate Tour 0189,Polonnaruwa,Nature,Nature activity in Polonnaruwa suitable for couple travelers.,7.965561,80.999254,09:00-18:00,High,Couple,4
ACT_00190,Monaragala Botanical Garden Walk 0190,Monaragala,Nature,Nature activity in Monaragala suitable for family travelers.,6.824892,81.279359,24 Hours,High,Family,6
ACT_00191,Batticaloa Elephant Watching 0191,Batticaloa,Wildlife,Wildlife activity in Batticaloa suitable for solo travelers.,7.735351,81.723528,06:00-18:00,Medium,Solo,1
ACT_00192,Negombo Lagoon Boat Ride 0192,Negombo,Beach,Beach activity in Negombo suitable for adventure travelers.,7.15185,79.790164,08:00-17:00,Low,Adventure,3
ACT_00193,Matara Wellness Retreat 0193,Matara,Wellness,Wellness activity in Matara suitable for adventure travelers.,5.958904,80.49265,08:00-17:00,Medium,Adventure,1
ACT_00194,Jaffna Hiking 0194,Jaffna,Adventure,Adventure activity in Jaffna suitable for solo travelers.,9.610192,80.058663,06:00-18:00,High,Solo,6
ACT_00195,Monaragala Beach Relaxation 0195,Monaragala,Beach,Beach activity in Monaragala suitable for couple travelers.,6.859569,81.418364,09:00-18:00,Low,Couple,5
ACT_00196,Badulla Wellness Retreat 0196,Badulla,Wellness,Wellness activity in Badulla suitable for adventure travelers.,7.060949,80.994126,24 Hours,Low,Adventure,1
ACT_00197,Mullaitivu Bird Watching 0197,Mullaitivu,Nature,Nature activity in Mullaitivu suitable for family travelers.,9.3249,80.785407,09:00-18:00,Medium,Family,4
ACT_00198,Matara Waterfall Visit 0198,Matara,Nature,Nature activity in Matara suitable for kids travelers.,5.926926,80.500442,06:00-18:00,Low,Kids,2
ACT_00199,Badulla Surfing Lesson 0199,Badulla,Beach,Beach activity in Badulla suitable for solo travelers.,6.986021,81.074386,10:00-22:00,Medium,Solo,6
ACT_00200,Kilinochchi Zipline 0200,Kilinochchi,Adventure,Adventure activity in Kilinochchi suitable for kids travelers.,9.401517,80.315618,09:00-18:00,Medium,Kids,6
ACT_00201,Kilinochchi Rock Climbing 0201,Kilinochchi,Adventure,Adventure activity in Kilinochchi suitable for group travelers.,9.434541,80.413946,06:00-18:00,Medium,Group,4
ACT_00202,Trincomalee Beach Relaxation 0202,Trincomalee,Beach,Beach activity in Trincomalee suitable for group travelers.,8.637281,81.148537,05:30-20:00,Low,Group,2
ACT_00203,Matale Cooking Class 0203,Matale,Food,Food activity in Matale suitable for solo travelers.,7.407211,80.679796,05:30-20:00,High,Solo,1
ACT_00204,Ampara Tea Estate Tour 0204,Ampara,Nature,Nature activity in Ampara suitable for solo travelers.,7.258835,81.748179,24 Hours,Low,Solo,6
ACT_00205,Matara Cooking Class 0205,Matara,Food,Food activity in Matara suitable for family travelers.,5.99178,80.499213,10:00-22:00,High,Family,2
ACT_00206,Mannar Bird Sanctuary Visit 0206,Mannar,Wildlife,Wildlife activity in Mannar suitable for group travelers.,9.03146,79.93368,10:00-22:00,Low,Group,4
ACT_00207,Galle Buddhist Temple Tour 0207,Galle,Religious,Religious activity in Galle suitable for kids travelers.,6.078287,80.275856,10:00-22:00,High,Kids,3
ACT_00208,Kilinochchi Sacred Site Visit 0208,Kilinochchi,Religious,Religious activity in Kilinochchi suitable for group travelers.,9.31414,80.446458,09:00-18:00,High,Group,4
ACT_00209,Kilinochchi Sacred Site Visit 0209,Kilinochchi,Religious,Religious activity in Kilinochchi suitable for adventure travelers.,9.326235,80.391858,09:00-18:00,Low,Adventure,6
ACT_00210,Kandy Hiking 0210,Kandy,Adventure,Adventure activity in Kandy suitable for solo travelers.,7.288324,80.713547,10:00-22:00,Low,Solo,2
ACT_00211,Jaffna Spa Treatment 0211,Jaffna,Wellness,Wellness activity in Jaffna suitable for solo travelers.,9.603219,79.986089,06:00-18:00,High,Solo,6
ACT_00212,Trincomalee Tea Estate Tour 0212,Trincomalee,Nature,Nature activity in Trincomalee suitable for senior travelers.,8.619288,81.276495,10:00-22:00,Low,Senior,3
ACT_00213,Ella Waterfall Visit 0213,Ella,Nature,Nature activity in Ella suitable for kids travelers.,6.803052,81.058588,10:00-22:00,Low,Kids,4
ACT_00214,Matale Sunset Walk 0214,Matale,Beach,Beach activity in Matale suitable for solo travelers.,7.414262,80.62797,06:00-18:00,High,Solo,3
ACT_00215,Ampara Yoga Morning 0215,Ampara,Wellness,Wellness activity in Ampara suitable for senior travelers.,7.242205,81.721939,09:00-18:00,Medium,Senior,6
ACT_00216,Kilinochchi Seafood Experience 0216,Kilinochchi,Food,Food activity in Kilinochchi suitable for family travelers.,9.300311,80.303324,05:30-20:00,Low,Family,6
ACT_00217,Matara Sacred Site Visit 0217,Matara,Religious,Religious activity in Matara suitable for adventure travelers.,5.967575,80.484301,10:00-22:00,Low,Adventure,4
ACT_00218,Mannar Ayurveda Session 0218,Mannar,Wellness,Wellness activity in Mannar suitable for adventure travelers.,9.051407,79.861351,24 Hours,High,Adventure,4
ACT_00219,Ampara Ayurveda Session 0219,Ampara,Wellness,Wellness activity in Ampara suitable for family travelers.,7.344625,81.695935,24 Hours,Medium,Family,5
ACT_00220,Vavuniya Street Food Tour 0220,Vavuniya,Food,Food activity in Vavuniya suitable for group travelers.,8.789306,80.499319,05:30-20:00,High,Group,6
ACT_00221,Hambantota Lagoon Boat Ride 0221,Hambantota,Beach,Beach activity in Hambantota suitable for couple travelers.,6.060929,81.171941,08:00-17:00,Medium,Couple,6
ACT_00222,Ampara Lagoon Boat Ride 0222,Ampara,Beach,Beach activity in Ampara suitable for couple travelers.,7.343081,81.664965,08:00-17:00,Medium,Couple,3
ACT_00223,Kalutara Temple Visit 0223,Kalutara,Culture,Culture activity in Kalutara suitable for group travelers.,6.570056,79.936408,24 Hours,Low,Group,3
ACT_00224,Jaffna Church Heritage Visit 0224,Jaffna,Religious,Religious activity in Jaffna suitable for senior travelers.,9.673949,80.029629,06:00-18:00,Medium,Senior,5
ACT_00225,Ampara Cooking Class 0225,Ampara,Food,Food activity in Ampara suitable for kids travelers.,7.335353,81.628327,24 Hours,Medium,Kids,2
ACT_00226,Matale Cycling Tour 0226,Matale,Adventure,Adventure activity in Matale suitable for kids travelers.,7.466653,80.684532,10:00-22:00,Low,Kids,5
ACT_00227,Badulla Church Heritage Visit 0227,Badulla,Religious,Religious activity in Badulla suitable for family travelers.,6.925658,80.977449,06:00-18:00,Low,Family,6
ACT_00228,Vavuniya Heritage Walk 0228,Vavuniya,Culture,Culture activity in Vavuniya suitable for solo travelers.,8.717641,80.462059,06:00-18:00,High,Solo,5
ACT_00229,Mullaitivu Museum Tour 0229,Mullaitivu,Culture,Culture activity in Mullaitivu suitable for family travelers.,9.346616,80.882268,05:30-20:00,Medium,Family,1
ACT_00230,Anuradhapura Zipline 0230,Anuradhapura,Adventure,Adventure activity in Anuradhapura suitable for adventure travelers.,8.387191,80.410299,09:00-18:00,Medium,Adventure,5
ACT_00231,Ratnapura Church Heritage Visit 0231,Ratnapura,Religious,Religious activity in Ratnapura suitable for group travelers.,6.762037,80.347491,06:00-18:00,High,Group,1
ACT_00232,Colombo Wellness Retreat 0232,Colombo,Wellness,Wellness activity in Colombo suitable for group travelers.,6.935598,79.861469,06:00-18:00,Medium,Group,4
ACT_00233,Kurunegala Bird Watching 0233,Kurunegala,Nature,Nature activity in Kurunegala suitable for couple travelers.,7.506852,80.393605,10:00-22:00,Medium,Couple,2
ACT_00234,Ella Bird Watching 0234,Ella,Nature,Nature activity in Ella suitable for couple travelers.,6.915285,81.080679,24 Hours,Medium,Couple,4
ACT_00235,Ampara Museum Tour 0235,Ampara,Culture,Culture activity in Ampara suitable for adventure travelers.,7.312166,81.607694,10:00-22:00,High,Adventure,4
ACT_00236,Negombo Street Food Tour 0236,Negombo,Food,Food activity in Negombo suitable for solo travelers.,7.129226,79.819846,05:30-20:00,High,Solo,2
ACT_00237,Jaffna Bird Sanctuary Visit 0237,Jaffna,Wildlife,Wildlife activity in Jaffna suitable for adventure travelers.,9.670895,80.087532,10:00-22:00,High,Adventure,2
ACT_00238,Badulla Turtle Hatchery Visit 0238,Badulla,Wildlife,Wildlife activity in Badulla suitable for kids travelers.,7.072446,81.116074,10:00-22:00,Medium,Kids,5
ACT_00239,Jaffna National Park Safari 0239,Jaffna,Wildlife,Wildlife activity in Jaffna suitable for solo travelers.,9.713236,80.101518,05:30-20:00,Medium,Solo,4
ACT_00240,Batticaloa Hindu Temple Visit 0240,Batticaloa,Religious,Religious activity in Batticaloa suitable for group travelers.,7.750135,81.738446,10:00-22:00,Medium,Group,2
ACT_00241,Nuwara Eliya Hindu Temple Visit 0241,Nuwara Eliya,Religious,Religious activity in Nuwara Eliya suitable for couple travelers.,6.886169,80.74459,05:30-20:00,Low,Couple,3
ACT_00242,Trincomalee Turtle Hatchery Visit 0242,Trincomalee,Wildlife,Wildlife activity in Trincomalee suitable for couple travelers.,8.561126,81.218901,24 Hours,Low,Couple,6
ACT_00243,Matara Heritage Walk 0243,Matara,Culture,Culture activity in Matara suitable for family travelers.,5.990761,80.592798,24 Hours,Low,Family,3
ACT_00244,Kilinochchi Forest Trail 0244,Kilinochchi,Nature,Nature activity in Kilinochchi suitable for family travelers.,9.459843,80.305788,24 Hours,Low,Family,1
ACT_00245,Mullaitivu Safari Ride 0245,Mullaitivu,Adventure,Adventure activity in Mullaitivu suitable for group travelers.,9.240142,80.883816,05:30-20:00,Medium,Group,6
ACT_00246,Ampara Turtle Hatchery Visit 0246,Ampara,Wildlife,Wildlife activity in Ampara suitable for senior travelers.,7.324711,81.700966,10:00-22:00,Low,Senior,6
ACT_00247,Anuradhapura Forest Trail 0247,Anuradhapura,Nature,Nature activity in Anuradhapura suitable for couple travelers.,8.245055,80.350706,10:00-22:00,Low,Couple,1
ACT_00248,Monaragala National Park Safari 0248,Monaragala,Wildlife,Wildlife activity in Monaragala suitable for senior travelers.,6.838229,81.286209,09:00-18:00,Medium,Senior,3
ACT_00249,Mannar Surfing Lesson 0249,Mannar,Beach,Beach activity in Mannar suitable for senior travelers.,8.927128,79.911111,08:00-17:00,High,Senior,3
ACT_00250,Badulla Turtle Hatchery Visit 0250,Badulla,Wildlife,Wildlife activity in Badulla suitable for senior travelers.,7.03256,81.133881,09:00-18:00,High,Senior,6
ACT_00251,Kandy Street Food Tour 0251,Kandy,Food,Food activity in Kandy suitable for couple travelers.,7.35573,80.556053,08:00-17:00,Low,Couple,5
ACT_00252,Colombo Bird Watching 0252,Colombo,Nature,Nature activity in Colombo suitable for senior travelers.,6.988934,79.844693,05:30-20:00,High,Senior,6
ACT_00253,Batticaloa Turtle Hatchery Visit 0253,Batticaloa,Wildlife,Wildlife activity in Batticaloa suitable for family travelers.,7.672953,81.647279,10:00-22:00,High,Family,6
ACT_00254,Ampara Waterfall Visit 0254,Ampara,Nature,Nature activity in Ampara suitable for group travelers.,7.246066,81.639681,24 Hours,Low,Group,2
ACT_00255,Trincomalee Street Food Tour 0255,Trincomalee,Food,Food activity in Trincomalee suitable for solo travelers.,8.602577,81.267881,08:00-17:00,Medium,Solo,6
ACT_00256,Jaffna National Park Safari 0256,Jaffna,Wildlife,Wildlife activity in Jaffna suitable for kids travelers.,9.697872,79.960456,24 Hours,Low,Kids,1
ACT_00257,Matale Rock Climbing 0257,Matale,Adventure,Adventure activity in Matale suitable for couple travelers.,7.449357,80.670087,24 Hours,High,Couple,4
ACT_00258,Nuwara Eliya Pilgrimage Walk 0258,Nuwara Eliya,Religious,Religious activity in Nuwara Eliya suitable for kids travelers.,6.932765,80.799274,24 Hours,Low,Kids,2
ACT_00259,Galle Sunset Walk 0259,Galle,Beach,Beach activity in Galle suitable for group travelers.,6.100615,80.237694,05:30-20:00,Medium,Group,4
ACT_00260,Kalutara Meditation Session 0260,Kalutara,Wellness,Wellness activity in Kalutara suitable for adventure travelers.,6.583107,79.965108,10:00-22:00,Medium,Adventure,4
ACT_00261,Puttalam Snorkeling 0261,Puttalam,Beach,Beach activity in Puttalam suitable for solo travelers.,7.98553,79.791086,10:00-22:00,High,Solo,4
ACT_00262,Matale Spa Treatment 0262,Matale,Wellness,Wellness activity in Matale suitable for kids travelers.,7.40643,80.690693,08:00-17:00,High,Kids,2
ACT_00263,Trincomalee Bird Sanctuary Visit 0263,Trincomalee,Wildlife,Wildlife activity in Trincomalee suitable for adventure travelers.,8.569131,81.156037,06:00-18:00,Medium,Adventure,4
ACT_00264,Polonnaruwa Church Heritage Visit 0264,Polonnaruwa,Religious,Religious activity in Polonnaruwa suitable for kids travelers.,7.875638,80.939614,10:00-22:00,High,Kids,1
ACT_00265,Kandy Museum Tour 0265,Kandy,Culture,Culture activity in Kandy suitable for group travelers.,7.305999,80.686008,09:00-18:00,Medium,Group,5
ACT_00266,Ampara Tea Estate Tour 0266,Ampara,Nature,Nature activity in Ampara suitable for senior travelers.,7.239661,81.625452,10:00-22:00,High,Senior,2
ACT_00267,Puttalam Buddhist Temple Tour 0267,Puttalam,Religious,Religious activity in Puttalam suitable for adventure travelers.,8.068783,79.764483,06:00-18:00,Low,Adventure,5
ACT_00268,Batticaloa Forest Trail 0268,Batticaloa,Nature,Nature activity in Batticaloa suitable for senior travelers.,7.7267,81.740749,05:30-20:00,Low,Senior,5
ACT_00269,Kandy Lagoon Boat Ride 0269,Kandy,Beach,Beach activity in Kandy suitable for adventure travelers.,7.22449,80.60581,06:00-18:00,Low,Adventure,2
ACT_00270,Badulla Street Food Tour 0270,Badulla,Food,Food activity in Badulla suitable for couple travelers.,6.982153,81.128234,09:00-18:00,Low,Couple,3
ACT_00271,Ella Waterfall Visit 0271,Ella,Nature,Nature activity in Ella suitable for group travelers.,6.792409,81.100573,08:00-17:00,Low,Group,3
ACT_00272,Mullaitivu Tea Tasting 0272,Mullaitivu,Food,Food activity in Mullaitivu suitable for couple travelers.,9.306039,80.76869,24 Hours,High,Couple,5
ACT_00273,Trincomalee Sunset Walk 0273,Trincomalee,Beach,Beach activity in Trincomalee suitable for solo travelers.,8.5639,81.143267,24 Hours,High,Solo,3
ACT_00274,Kilinochchi Lagoon Boat Ride 0274,Kilinochchi,Beach,Beach activity in Kilinochchi suitable for senior travelers.,9.318013,80.365923,09:00-18:00,High,Senior,1
ACT_00275,Negombo Hiking 0275,Negombo,Adventure,Adventure activity in Negombo suitable for group travelers.,7.16744,79.826876,08:00-17:00,Medium,Group,2
ACT_00276,Nuwara Eliya Cooking Class 0276,Nuwara Eliya,Food,Food activity in Nuwara Eliya suitable for family travelers.,7.020388,80.797418,05:30-20:00,Medium,Family,1
ACT_00277,Negombo Botanical Garden Walk 0277,Negombo,Nature,Nature activity in Negombo suitable for couple travelers.,7.19663,79.795775,10:00-22:00,High,Couple,2
ACT_00278,Ratnapura Bird Sanctuary Visit 0278,Ratnapura,Wildlife,Wildlife activity in Ratnapura suitable for kids travelers.,6.677079,80.453455,10:00-22:00,High,Kids,2
