route_code,route_name,road_segment,gradient,terrain,road_surface,elevation,friction,road_width,hazard_type,risk_factor,season,historical_occurrence_count,severity_level,risk_level,road_data_available,match_type,source_repaired
B-ROAD,B-Road Monaragala (Thanamalwila-Lunugamvehera),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Night Traffic,Year-round,58,Medium,Medium,0,no-road-data,0
B-ROAD,B-Road Hambantota (Hambantota-Gonnoruwa),No Road Data Available,,Unknown,Unknown,,,Unknown,Flash Flood,River Overflow,Oct-Dec,35,Medium,Medium,0,no-road-data,0
B-ROAD,B-Road Hambantota (Hambantota-Gonnoruwa),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Wildlife Corridor,Year-round,72,Medium,Medium,0,no-road-data,0
B-ROAD,B-Road Hambantota (Weeraketiya-Walasmulla),No Road Data Available,,Unknown,Unknown,,,Unknown,Earthslip,Unstable Topsoil,Oct-Dec,26,Medium,Medium,0,no-road-data,0
B-ROAD,B-Road Hambantota (Weeraketiya-Walasmulla),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Complex Junction,Year-round,68,High,High,0,no-road-data,0
B-ROAD,B-Road Gampaha (Gampaha-Ja-Ela),No Road Data Available,,Unknown,Unknown,,,Unknown,Flash Flood,Retention Basin,May-Jul (Monsoon),85,High,High,0,no-road-data,0
B-ROAD,B-Road Gampaha (Gampaha-Ja-Ela),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Severe Congestion,Year-round,115,High,High,0,no-road-data,0
B-ROAD,B-Road Gampaha (Minuwangoda-Veyangoda),No Road Data Available,,Unknown,Unknown,,,Unknown,Flash Flood,Poor Drainage,May-Jul (Monsoon),42,Medium,Medium,0,no-road-data,0
B-ROAD,B-Road Gampaha (Minuwangoda-Veyangoda),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Speeding,Year-round,88,High,High,0,no-road-data,0
B-ROAD,B-Road Colombo (Hanwella-Pugoda),No Road Data Available,,Unknown,Unknown,,,Unknown,Flash Flood,River Overflow,May-Jul (Monsoon),95,High,High,0,no-road-data,0
B-ROAD,B-Road Colombo (Hanwella-Pugoda),No Road Data Available,,Unknown,Unknown,,,Unknown,Earthslip,Riverbank Erosion,May-Jul (Monsoon),32,Medium,Medium,0,no-road-data,0
B-ROAD,B-Road Colombo (Homagama-Padukka),No Road Data Available,,Unknown,Unknown,,,Unknown,Flash Flood,Low Lying Area,May-Jul (Monsoon),55,Medium,Medium,0,no-road-data,0
B-ROAD,B-Road Colombo (Homagama-Padukka),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Mixed Traffic,Year-round,105,High,High,0,no-road-data,0
B-ROAD,B-Road Colombo (Kottawa-Thalawatugoda),No Road Data Available,,Unknown,Unknown,,,Unknown,Flash Flood,Poor Drainage,May-Jul (Monsoon),28,Low,Low,0,no-road-data,0
B-ROAD,B-Road Colombo (Kottawa-Thalawatugoda),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Severe Congestion,Year-round,120,High,High,0,no-road-data,0
